Easting,Northing,Name,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,,
620400,8846560,Chiombwe  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620401,8854837,Msambala ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620436,8847250,Mtangala  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620443,8857806,Mweseleka   3,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620489,8856393,Kuyokwa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620493,8869391,Matwatwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620506,8867271,Namuchekera ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620558,8852421,Basichali bore,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620614,8860642,Maxwell 2 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620643,8858443,Mweseleka  2x,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620643,8862613,Chakuweleka ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620682,8867948,Kanyika ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620701,8868768,Mwimbi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620704,8844039,Dindindi  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620741,8851480,Kwame Mbughi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620749,8870008,Mphughi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620789,8859685,Lumphangala ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620819,8862093,Nyirongo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620896,8865393,Matinkhula School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620949,8846739,Chiwombwe primary school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
620949,8864303,Makwakwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621012,8869449,Ngara Community Day Secondary School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621018,8862652,Johnas Gondwe Family ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621024,8867040,Msukwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621028,8482289,Lufeyo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621038,8844944,Chagoma  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621044,8483482,Mvera EPA ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621058,8482714,Lufeyo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621058,8869044,Makonganya  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621080,8867579,Muzizwenge ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621103,8482895,Mvera police station ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621141,8862418,Nyungwe primary School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621153,8868702,Muyereka Mwambeni ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621154,8483021,Chisenengwa  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621154,8866579,Kapwambwafu 1 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621174,8855023,Fumbo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621207,8861426,Maxwell  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621212,8862867,John ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621212,8868522,Ngara  Market ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621221,8863811,Chawakawaka ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621240,8865624,Mwakisenjele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621249,8859235,Chibembe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621250,8482997,Chisenengwa  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621259,8482768,Lufeyo  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621262,8852636,Likoma primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621267,8862511,Nyungwe Anglican Church ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621292,8862477,Nyungwe sch,Borehole Construction Fund,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621301,8842426,Nkhala chifyili  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621323,8860594,Nyasulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621360,8853553,Mwenemambwe  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621368,8430612,Linthipe,Borehole Construction Fund,,,Dedza,0.00001,0.00001,0.00001,,Functional,,
621368,8860873,Khata ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621403,8864686,Unique Private ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621406,8483408,Mbira primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621430,8482528,Mbedza ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621431,8850320,Chauteka primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621440,8866649,Kumwenda  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621444,8482271,Lufeyo  3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621457,8848247,Mupiti Ngwira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621476,8857825,Chihesuska primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621482,8864174,Chatonda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621482,8866503,Kumwenda  1,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621517,8856825,Zimbabwe  o ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621525,8863057,Mwembe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621534,8847059,Mphinga shed ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621537,8856314,Zimbabwe  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621544,8850226,Mphinga RC church ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621549,8847452,Mphinga cbcc  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621561,8862727,Nyungwe Market ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621564,8867150,Pwele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621592,8851125,Mphinga Dip ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621610,8849430,Kaduka Msiska ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621616,8868095,Mwakisenjele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621670,8425247,Gandali,Welthungerhlife,2/5/2023,10,Dedza,45,4,1.86,,Functional,,
621703,8863533,Mwakihana  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621709,8844840,Fuliwa health facility  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621740,8856537,Mwakayinga Shallow well,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621744,8856541,Mwakayinda  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621750,8856450,Yambwanya   ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621751,8856446,Yabwanya Shallow well,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621758,8500593,Njirakudowa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
621772,8857104,Wovwe admac  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621784,8866784,Nyasulu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621792,8853467,Mahoha,Foundation for Irrigation and Sustainable Development,12/17/2023,,Karonga,45,3.38,0.00001,,Functional,,
621824,8843956,Njalayankhunda  3,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621825,8847807,Mphinga market ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621826,8850196,Matchona ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621898,8500086,Wata Village ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
621909,8416651,Khuwi,Welthungerhlife,12/21/2022,10,Dedza,45,2.7,1.39,,Functional,,
621918,8481361,Mvera primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
621972,8844930,Kapyele   ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
621975,8861031,Mahope ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622005,8498619,Nkhwangwa community ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
622009,8859000,Lumphangala 2 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622014,8482697,Kaladzi village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622075,8480901,Mvera primary staff ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622076,8419892,Karonga 1,Welthungerhlife,1/27/2023,10,Dedza,45,9.5,0.36,,Functional,,
622112,8499397,Kanvanjiru  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
622130,8864784,Mkolongo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622164,8854875,Elias Chisunkha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622170,8844733,Fuliwa cdss  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622186,8503903,Kanjere LEA Junior Primary School,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
622231,8859970,Mchenga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622253,8486339,Ching'amba primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622318,8839668,Sanambe School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622364,8497762,Changoma  Trading Centre ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
622366,8478805,Chichitike village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622369,8849440,Mackson Kitah ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622371,8860495,Katumusha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622374,8852938,Gwaba ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622379,8863136,Mwakasambala ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622501,8866125,Kapira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622511,8481704,Mvera secondary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622541,8865739,Mbale ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622579,8499180,Thugwalugwa Community ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
622624,8866688,Pulumbwe School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622632,8866475,Masoyafwire ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622652,8845049,Bwati Gondwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622659,8855436,Mahoha Island  ( new ),,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622687,8478296,Mvera ordinance ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622708,8488021,Kawangira ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622717,8843368,Chisenga  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622725,8861240,Chikombwe  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622747,8416006,Chalakagalu,Welthungerhlife,2/14/2023,10,Dedza,45,0.5,0.00001,,Functional,,
622754,8859725,Chikampha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622758,8864498,Nkhata ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622776,8487677,Mgabi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622802,8498517,Kudakuyenera Protected  well,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
622820,8845614,Mtangala  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622900,8476179,Mvera barracks staff 3 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
622915,8863883,Mbuwuyo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
622931,8866873,Chambwengu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623005,8863263,Chikombwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623008,8476218,Mvera barracks staff ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
623008,8482108,Mbedza ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
623053,8860460,Mwangwala ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623070,8493468,Mandawa 1 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623072,8421428,Chamanga,Welthungerhlife,1/19/2023,10,Dedza,45,6.5,0.28,,Functional,,
623120,8479271,Kasinjilo village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
623140,8860546,Wovwe Baka ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623180,8506864,Kambandanga Borehore ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623210,8860221,Katumusha 2 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623249,8864377,Zayoni ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623252,8496134,Malata 1 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623294,8494947,Mkuyu - Mbala location ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623309,8476415,Mvera barracks ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
623335,8853184,Zindili bore,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623342,8863366,Sam ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623392,8846510,Doroba school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623412,8860432,Tovwilane ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623477,8418286,Mbalame,Welthungerhlife,4/26/2023,10,Dedza,57,18,0.36,,Functional,,
623511,8495625,Chawira Full Primary School ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623517,8854137,Chilinda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623523,8495263,Moya  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623530,8854139,Kalimukhungu  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623546,8845875,Diason Mwafulirwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623589,8851914,Kaputamwela  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623603,8502181,Maseko Village ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623615,8865505,Mvula ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623620,8476087,Mvera barrack muslim ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
623629,8494115,Mandawa 1  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623634,8848053,Sumbuleti,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623666,8860391,Wovwe Primary  School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623673,8858029,Mbeye ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623727,8481441,Khombe village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
623733,8855129,Mphangwanjili ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623740,8853515,Mwakeenja farm ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623741,8859091,Gangamwale 1 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623801,8496821,Chifundo 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623812,8865130,Simwela  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623834,8505962,Kapalemoto village ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623834,8860296,Wovwe Agriculture ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623836,8850674,Gonthaminga borahole,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623843,8495704,Mnukwa 3  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623847,8493360,Mandawa  2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623852,8864371,Vua Primary ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623915,8857013,Kachwita ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623957,8844879,Safi Chavula  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623966,8862737,Chamangwali ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623982,8492921,Kachigulu ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
623984,8866640,Siloha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
623985,8481504,Chikuse CBCC ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
624024,8861308,Mapanganya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624030,8420203,Paiwe,Welthungerhlife,1/19/2023,10,Dedza,57,9.4,0.3,,Functional,,
624045,8844016,Chimati jp school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624104,8844229,Pambamata ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624111,8865841,Kaswela ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624133,8497486,Sole- Joni ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
624184,8856052,Ulaha  School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624226,8849942,Kasangamala fp school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624229,8864668,Majele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624232,8863789,Mlongoti ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624239,8859472,Gangamwale  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624269,8500948,Kachere- Chilambi 3 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
624293,8498634,Chinyawu Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
624380,8842712,Lweya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624381,8851404,Koloma Ngwira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624410,8860562,Mwakalomba Edward  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624474,8856934,Nakachunya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624480,8848271,David Mwathengere ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624546,8861398,Mawulunge ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624564,8857770,Begele ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624582,8843851,Jalanthowa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624622,8858238,Mukhusa Family ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624629,8491651,Bvuluza ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
624668,8859242,Drimp ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624708,8505583,Machilika  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
624718,8861796,Mayongo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624723,8859896,Mwakalomba 2  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624758,8842270,Chonanga Scheme ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624939,8864567,Nomba School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624943,8859650,Mwakalomba  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624955,8481626,Chikuse village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
624963,8841467,Chilonga 3  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
624969,8474854,Kwenje village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
624984,8854338,Mphangwanjili 2 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625028,8501889,Chikwasa Community ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625049,8849649,Mdema Chanthasha ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625056,8503843,Kalungama-Kambalame ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625068,8859745,Chipeta primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625081,8490988,Chifuchambewa ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625142,8488850,Benjamini  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625151,8435111,Chinkhuti,Sawa Group,9/28/2016,,Dedza,0.00001,0.00001,0.00001,,Functional,,
625180,8864662,Nomba trading ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625190,8863036,Vawene ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625207,8858823,Gangamwale  3,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625227,8499047,Chiwosi Village ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625236,8859261,Mwakalomba m1  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625299,8864202,Mdoka ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625322,8856306,Mushunguti ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625380,8844940,Magomero l,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625384,8860917,Mwakalomba  3,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625390,8865238,Matati ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625459,8839562,Msonda ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625492,8506785,Njati  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625562,8842172,Chonanga primary school ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625568,8864718,Matati 2 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625617,8863577,Mdoka 1 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625635,8497963,Zifa-Sitima 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625642,8840370,Jaga  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625642,8842148,Chonanga 1  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625682,8490291,Mtayamanja ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625695,8864195,Bilammaji ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625757,8849873,Mtembenge Mwafulirwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625795,8497281,Senjere 2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625801,8859573,Gongwe ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625840,8861792,Kayaghalast 2  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
625855,8494542,Manyongwe Primary school  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625856,8494454,Champhepete Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625903,8500218,Tsawala Junior Primary School ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
625989,8861004,Kwauli  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626013,8849473,Baza Ngwira  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626050,8495199,Chidzuma Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626061,8504036,Michulu Full Primary School ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626065,8839999,Kambenene School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626065,8859264,Chiyuni Mulwa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626097,8843792,Break Vinkhumbu ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626113,8845994,Jeleman bore ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626131,8838659,Mbisa ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626135,8855188,Mkota ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626141,8494498,Katoma Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626164,8842085,Chilonga  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626182,8479448,Kanyerere primary school pitlatrine,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
626238,8480134,Chingondo village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
626306,8495525,Chinyama Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626328,8480496,Chidyamayani village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
626333,8840772,Chiduli school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626334,8858592,Wasambo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626388,8496271,Ngolovani Village   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626415,8497856,Mnukwa 1 JozefeChim'phaninji  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626419,8499225,Chilambi 2,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626427,8501622,Chilambi 1  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626517,8847832,Chilimira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626534,8831426,Phillip Tembo ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626536,8506413,Chamnjira  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626582,8497448,Moya 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626660,8862271,Nyamowa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626664,8839949,Muwanga ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626705,8502367,Mseza Village ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626719,8858007,Kamenya ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626752,8496490,Kanongola Village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626775,8842777,Vundakuywayo  3,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626801,8416971,Pinji,Welthungerhlife,4/30/2023,10,Dedza,40,10.5,1.2,,Functional,,
626893,8503184,Mpango 1  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626913,8838812,Mtekera 1 ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
626929,8500025,Mpapasa village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
626957,8840312,Chankholombe Community sec School  (Proposed Site),,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627002,8479435,Mchakulu village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
627029,8840377,Chankholombe Rural Housing ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627063,8841332,Mulyabweka Vge ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627069,8831273,Kaphika Msiska ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627120,8839547,Palivi ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627141,8859885,Ndatila  2,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627148,8500899,Chikuwa 2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
627154,8861947,Phapa primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627156,8849987,Thukutu primary school  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627190,8863397,Kayaghala 13,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627205,8862275,Kayagha 1  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
627298,8841926,Bethale Market ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
